index,depth,label,chunk,source,set
307,307.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_307.jpg,SVID,N/A
308,308.8510531594784,2.8,chunk_data/SVID/1cm/chunks/chunk_308.jpg,SVID,Train
309,309.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_309.jpg,SVID,N/A
310,310.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_310.jpg,SVID,N/A
311,311.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_311.jpg,SVID,N/A
312,312.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_312.jpg,SVID,N/A
313,313.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_313.jpg,SVID,N/A
314,314.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_314.jpg,SVID,N/A
315,315.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_315.jpg,SVID,N/A
316,316.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_316.jpg,SVID,N/A
317,317.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_317.jpg,SVID,N/A
318,318.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_318.jpg,SVID,N/A
319,319.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_319.jpg,SVID,N/A
320,320.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_320.jpg,SVID,N/A
321,321.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_321.jpg,SVID,N/A
322,322.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_322.jpg,SVID,N/A
323,323.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_323.jpg,SVID,N/A
324,324.8510531594784,2.3,chunk_data/SVID/1cm/chunks/chunk_324.jpg,SVID,Train
325,325.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_325.jpg,SVID,N/A
326,326.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_326.jpg,SVID,N/A
327,327.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_327.jpg,SVID,N/A
328,328.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_328.jpg,SVID,N/A
329,329.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_329.jpg,SVID,N/A
330,330.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_330.jpg,SVID,N/A
331,331.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_331.jpg,SVID,N/A
332,332.8510531594784,2.6,chunk_data/SVID/1cm/chunks/chunk_332.jpg,SVID,Train
333,333.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_333.jpg,SVID,N/A
334,334.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_334.jpg,SVID,N/A
335,335.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_335.jpg,SVID,N/A
336,336.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_336.jpg,SVID,N/A
337,337.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_337.jpg,SVID,N/A
338,338.8510531594784,2.4,chunk_data/SVID/1cm/chunks/chunk_338.jpg,SVID,Test
339,339.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_339.jpg,SVID,N/A
340,340.8510531594784,2.2,chunk_data/SVID/1cm/chunks/chunk_340.jpg,SVID,Train
341,341.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_341.jpg,SVID,N/A
342,342.8510531594784,2.0,chunk_data/SVID/1cm/chunks/chunk_342.jpg,SVID,Test
343,343.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_343.jpg,SVID,N/A
344,344.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_344.jpg,SVID,N/A
345,345.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_345.jpg,SVID,N/A
346,346.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_346.jpg,SVID,N/A
347,347.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_347.jpg,SVID,N/A
348,348.8510531594784,2.4,chunk_data/SVID/1cm/chunks/chunk_348.jpg,SVID,Train
349,349.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_349.jpg,SVID,N/A
350,350.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_350.jpg,SVID,N/A
351,351.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_351.jpg,SVID,N/A
352,352.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_352.jpg,SVID,N/A
353,353.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_353.jpg,SVID,N/A
354,354.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_354.jpg,SVID,N/A
355,355.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_355.jpg,SVID,N/A
356,356.8510531594784,2.7,chunk_data/SVID/1cm/chunks/chunk_356.jpg,SVID,Train
357,357.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_357.jpg,SVID,N/A
358,358.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_358.jpg,SVID,N/A
359,359.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_359.jpg,SVID,N/A
360,360.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_360.jpg,SVID,N/A
361,361.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_361.jpg,SVID,N/A
362,362.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_362.jpg,SVID,N/A
363,363.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_363.jpg,SVID,N/A
364,364.8510531594784,2.6,chunk_data/SVID/1cm/chunks/chunk_364.jpg,SVID,Train
365,365.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_365.jpg,SVID,N/A
366,366.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_366.jpg,SVID,N/A
367,367.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_367.jpg,SVID,N/A
368,368.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_368.jpg,SVID,N/A
369,369.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_369.jpg,SVID,N/A
370,370.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_370.jpg,SVID,N/A
371,371.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_371.jpg,SVID,N/A
372,372.8510531594784,2.7,chunk_data/SVID/1cm/chunks/chunk_372.jpg,SVID,Train
373,373.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_373.jpg,SVID,N/A
374,374.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_374.jpg,SVID,N/A
375,375.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_375.jpg,SVID,N/A
376,376.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_376.jpg,SVID,N/A
377,377.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_377.jpg,SVID,N/A
378,378.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_378.jpg,SVID,N/A
379,379.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_379.jpg,SVID,N/A
380,380.8510531594784,2.4,chunk_data/SVID/1cm/chunks/chunk_380.jpg,SVID,Train
381,381.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_381.jpg,SVID,N/A
382,382.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_382.jpg,SVID,N/A
383,383.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_383.jpg,SVID,N/A
384,384.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_384.jpg,SVID,N/A
385,385.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_385.jpg,SVID,N/A
386,386.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_386.jpg,SVID,N/A
387,387.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_387.jpg,SVID,N/A
388,388.8510531594784,2.4,chunk_data/SVID/1cm/chunks/chunk_388.jpg,SVID,Train
389,389.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_389.jpg,SVID,N/A
390,390.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_390.jpg,SVID,N/A
391,391.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_391.jpg,SVID,N/A
392,392.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_392.jpg,SVID,N/A
393,393.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_393.jpg,SVID,N/A
394,394.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_394.jpg,SVID,N/A
395,395.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_395.jpg,SVID,N/A
396,396.8510531594784,2.6,chunk_data/SVID/1cm/chunks/chunk_396.jpg,SVID,Train
397,397.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_397.jpg,SVID,N/A
398,398.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_398.jpg,SVID,N/A
399,399.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_399.jpg,SVID,N/A
400,400.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_400.jpg,SVID,N/A
401,401.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_401.jpg,SVID,N/A
402,402.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_402.jpg,SVID,N/A
403,403.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_403.jpg,SVID,N/A
404,404.8510531594784,2.5,chunk_data/SVID/1cm/chunks/chunk_404.jpg,SVID,Train
405,405.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_405.jpg,SVID,N/A
406,406.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_406.jpg,SVID,N/A
407,407.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_407.jpg,SVID,N/A
408,408.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_408.jpg,SVID,N/A
409,409.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_409.jpg,SVID,N/A
410,410.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_410.jpg,SVID,N/A
411,411.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_411.jpg,SVID,N/A
412,412.8510531594784,2.6,chunk_data/SVID/1cm/chunks/chunk_412.jpg,SVID,Train
413,413.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_413.jpg,SVID,N/A
414,414.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_414.jpg,SVID,N/A
415,415.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_415.jpg,SVID,N/A
416,416.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_416.jpg,SVID,N/A
417,417.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_417.jpg,SVID,N/A
418,418.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_418.jpg,SVID,N/A
419,419.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_419.jpg,SVID,N/A
420,420.8510531594784,2.4,chunk_data/SVID/1cm/chunks/chunk_420.jpg,SVID,Train
421,421.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_421.jpg,SVID,N/A
422,422.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_422.jpg,SVID,N/A
423,423.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_423.jpg,SVID,N/A
424,424.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_424.jpg,SVID,N/A
425,425.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_425.jpg,SVID,N/A
426,426.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_426.jpg,SVID,N/A
427,427.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_427.jpg,SVID,N/A
428,428.8510531594784,2.4,chunk_data/SVID/1cm/chunks/chunk_428.jpg,SVID,Train
429,429.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_429.jpg,SVID,N/A
430,430.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_430.jpg,SVID,N/A
431,431.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_431.jpg,SVID,N/A
432,432.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_432.jpg,SVID,N/A
433,433.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_433.jpg,SVID,N/A
434,434.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_434.jpg,SVID,N/A
435,435.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_435.jpg,SVID,N/A
436,436.8510531594784,2.4,chunk_data/SVID/1cm/chunks/chunk_436.jpg,SVID,Test
437,437.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_437.jpg,SVID,N/A
438,438.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_438.jpg,SVID,N/A
439,439.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_439.jpg,SVID,N/A
440,440.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_440.jpg,SVID,N/A
441,441.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_441.jpg,SVID,N/A
442,442.8510531594784,2.3,chunk_data/SVID/1cm/chunks/chunk_442.jpg,SVID,Train
443,443.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_443.jpg,SVID,N/A
444,444.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_444.jpg,SVID,N/A
445,445.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_445.jpg,SVID,N/A
446,446.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_446.jpg,SVID,N/A
447,447.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_447.jpg,SVID,N/A
448,448.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_448.jpg,SVID,N/A
449,449.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_449.jpg,SVID,N/A
450,450.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_450.jpg,SVID,N/A
451,451.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_451.jpg,SVID,N/A
452,452.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_452.jpg,SVID,N/A
453,453.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_453.jpg,SVID,N/A
454,454.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_454.jpg,SVID,N/A
455,455.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_455.jpg,SVID,N/A
456,456.8510531594784,,chunk_data/SVID/1cm/chunks/chunk_456.jpg,SVID,N/A
457,458.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_457.jpg,SVID,N/A
458,459.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_458.jpg,SVID,N/A
459,460.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_459.jpg,SVID,N/A
460,461.1118355065195,2.2,chunk_data/SVID/1cm/chunks/chunk_460.jpg,SVID,Train
461,462.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_461.jpg,SVID,N/A
462,463.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_462.jpg,SVID,N/A
463,464.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_463.jpg,SVID,N/A
464,465.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_464.jpg,SVID,N/A
465,466.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_465.jpg,SVID,N/A
466,467.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_466.jpg,SVID,N/A
467,468.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_467.jpg,SVID,N/A
468,469.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_468.jpg,SVID,N/A
469,470.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_469.jpg,SVID,N/A
470,471.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_470.jpg,SVID,N/A
471,472.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_471.jpg,SVID,N/A
472,473.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_472.jpg,SVID,N/A
473,474.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_473.jpg,SVID,N/A
474,475.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_474.jpg,SVID,N/A
475,476.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_475.jpg,SVID,N/A
476,477.1118355065195,2.1,chunk_data/SVID/1cm/chunks/chunk_476.jpg,SVID,Train
477,478.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_477.jpg,SVID,N/A
478,479.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_478.jpg,SVID,N/A
479,480.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_479.jpg,SVID,N/A
480,481.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_480.jpg,SVID,N/A
481,482.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_481.jpg,SVID,N/A
482,483.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_482.jpg,SVID,N/A
483,484.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_483.jpg,SVID,N/A
484,485.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_484.jpg,SVID,N/A
485,486.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_485.jpg,SVID,N/A
486,487.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_486.jpg,SVID,N/A
487,488.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_487.jpg,SVID,N/A
488,489.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_488.jpg,SVID,N/A
489,490.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_489.jpg,SVID,N/A
490,491.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_490.jpg,SVID,N/A
491,492.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_491.jpg,SVID,N/A
492,493.1118355065195,2.6,chunk_data/SVID/1cm/chunks/chunk_492.jpg,SVID,Train
493,494.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_493.jpg,SVID,N/A
494,495.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_494.jpg,SVID,N/A
495,496.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_495.jpg,SVID,N/A
496,497.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_496.jpg,SVID,N/A
497,498.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_497.jpg,SVID,N/A
498,499.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_498.jpg,SVID,N/A
499,500.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_499.jpg,SVID,N/A
500,501.1118355065195,2.0,chunk_data/SVID/1cm/chunks/chunk_500.jpg,SVID,Train
501,502.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_501.jpg,SVID,N/A
502,503.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_502.jpg,SVID,N/A
503,504.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_503.jpg,SVID,N/A
504,505.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_504.jpg,SVID,N/A
505,506.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_505.jpg,SVID,N/A
506,507.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_506.jpg,SVID,N/A
507,508.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_507.jpg,SVID,N/A
508,509.1118355065195,1.5,chunk_data/SVID/1cm/chunks/chunk_508.jpg,SVID,Train
509,510.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_509.jpg,SVID,N/A
510,511.1118355065195,,chunk_data/SVID/1cm/chunks/chunk_510.jpg,SVID,N/A
511,512.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_511.jpg,SVID,N/A
512,513.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_512.jpg,SVID,N/A
513,514.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_513.jpg,SVID,N/A
514,515.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_514.jpg,SVID,N/A
515,516.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_515.jpg,SVID,N/A
516,517.1118355065196,2.1,chunk_data/SVID/1cm/chunks/chunk_516.jpg,SVID,Test
517,518.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_517.jpg,SVID,N/A
518,519.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_518.jpg,SVID,N/A
519,520.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_519.jpg,SVID,N/A
520,521.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_520.jpg,SVID,N/A
521,522.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_521.jpg,SVID,N/A
522,523.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_522.jpg,SVID,N/A
523,524.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_523.jpg,SVID,N/A
524,525.1118355065196,2.3,chunk_data/SVID/1cm/chunks/chunk_524.jpg,SVID,Train
525,526.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_525.jpg,SVID,N/A
526,527.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_526.jpg,SVID,N/A
527,528.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_527.jpg,SVID,N/A
528,529.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_528.jpg,SVID,N/A
529,530.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_529.jpg,SVID,N/A
530,531.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_530.jpg,SVID,N/A
531,532.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_531.jpg,SVID,N/A
532,533.1118355065196,2.2,chunk_data/SVID/1cm/chunks/chunk_532.jpg,SVID,Train
533,534.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_533.jpg,SVID,N/A
534,535.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_534.jpg,SVID,N/A
535,536.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_535.jpg,SVID,N/A
536,537.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_536.jpg,SVID,N/A
537,538.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_537.jpg,SVID,N/A
538,539.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_538.jpg,SVID,N/A
539,540.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_539.jpg,SVID,N/A
540,541.1118355065196,2.1,chunk_data/SVID/1cm/chunks/chunk_540.jpg,SVID,Train
541,542.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_541.jpg,SVID,N/A
542,543.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_542.jpg,SVID,N/A
543,544.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_543.jpg,SVID,N/A
544,545.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_544.jpg,SVID,N/A
545,546.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_545.jpg,SVID,N/A
546,547.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_546.jpg,SVID,N/A
547,548.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_547.jpg,SVID,N/A
548,549.1118355065196,1.9,chunk_data/SVID/1cm/chunks/chunk_548.jpg,SVID,Train
549,550.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_549.jpg,SVID,N/A
550,551.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_550.jpg,SVID,N/A
551,552.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_551.jpg,SVID,N/A
552,553.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_552.jpg,SVID,N/A
553,554.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_553.jpg,SVID,N/A
554,555.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_554.jpg,SVID,N/A
555,556.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_555.jpg,SVID,N/A
556,557.1118355065196,2.2,chunk_data/SVID/1cm/chunks/chunk_556.jpg,SVID,Train
557,558.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_557.jpg,SVID,N/A
558,559.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_558.jpg,SVID,N/A
559,560.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_559.jpg,SVID,N/A
560,561.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_560.jpg,SVID,N/A
561,562.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_561.jpg,SVID,N/A
562,563.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_562.jpg,SVID,N/A
563,564.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_563.jpg,SVID,N/A
564,565.1118355065196,2.0,chunk_data/SVID/1cm/chunks/chunk_564.jpg,SVID,Train
565,566.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_565.jpg,SVID,N/A
566,567.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_566.jpg,SVID,N/A
567,568.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_567.jpg,SVID,N/A
568,569.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_568.jpg,SVID,N/A
569,570.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_569.jpg,SVID,N/A
570,571.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_570.jpg,SVID,N/A
571,572.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_571.jpg,SVID,N/A
572,573.1118355065196,2.0,chunk_data/SVID/1cm/chunks/chunk_572.jpg,SVID,Train
573,574.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_573.jpg,SVID,N/A
574,575.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_574.jpg,SVID,N/A
575,576.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_575.jpg,SVID,N/A
576,577.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_576.jpg,SVID,N/A
577,578.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_577.jpg,SVID,N/A
578,579.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_578.jpg,SVID,N/A
579,580.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_579.jpg,SVID,N/A
580,581.1118355065196,2.1,chunk_data/SVID/1cm/chunks/chunk_580.jpg,SVID,Train
581,582.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_581.jpg,SVID,N/A
582,583.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_582.jpg,SVID,N/A
583,584.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_583.jpg,SVID,N/A
584,585.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_584.jpg,SVID,N/A
585,586.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_585.jpg,SVID,N/A
586,587.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_586.jpg,SVID,N/A
587,588.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_587.jpg,SVID,N/A
588,589.1118355065196,2.0,chunk_data/SVID/1cm/chunks/chunk_588.jpg,SVID,Train
589,590.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_589.jpg,SVID,N/A
590,591.1118355065196,,chunk_data/SVID/1cm/chunks/chunk_590.jpg,SVID,N/A
591,592.783851554664,,chunk_data/SVID/1cm/chunks/chunk_591.jpg,SVID,N/A
592,593.783851554664,,chunk_data/SVID/1cm/chunks/chunk_592.jpg,SVID,N/A
593,594.783851554664,,chunk_data/SVID/1cm/chunks/chunk_593.jpg,SVID,N/A
594,595.783851554664,,chunk_data/SVID/1cm/chunks/chunk_594.jpg,SVID,N/A
595,596.783851554664,1.8,chunk_data/SVID/1cm/chunks/chunk_595.jpg,SVID,Train
596,597.783851554664,,chunk_data/SVID/1cm/chunks/chunk_596.jpg,SVID,N/A
597,598.783851554664,,chunk_data/SVID/1cm/chunks/chunk_597.jpg,SVID,N/A
598,599.783851554664,,chunk_data/SVID/1cm/chunks/chunk_598.jpg,SVID,N/A
599,600.783851554664,,chunk_data/SVID/1cm/chunks/chunk_599.jpg,SVID,N/A
600,601.783851554664,,chunk_data/SVID/1cm/chunks/chunk_600.jpg,SVID,N/A
601,602.783851554664,,chunk_data/SVID/1cm/chunks/chunk_601.jpg,SVID,N/A
602,603.783851554664,,chunk_data/SVID/1cm/chunks/chunk_602.jpg,SVID,N/A
